Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence,WER,MER,WIL
Participant04,Corpus7,D2,6,"""Hey Google, How do you solve this problem?""",Google how do you solve this problem,0.125,0.125,0.125
Participant04,Corpus7,D2,7,"""Hey Google, how much time is left on this chapter?""",hello Google how much time is left on this tablet,0.2,0.2,0.3599999999999999
Participant04,Corpus7,D2,8,"""Hey Google, Bluetooth pairing.""",hello Google,0.75,0.75,0.875
Participant04,Corpus7,D2,9,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant04,Corpus7,D2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",set alarm for 30 minutes,0.6,0.6,0.6799999999999999
Participant04,Corpus7,D2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",tablet thermostat,0.8888888888888888,0.8888888888888888,0.9444444444444444
Participant04,Corpus7,D2,12,"""Hey Google, what is the time?""",what is the time,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant04,Corpus7,D2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",remember that I love this. He's in a kitchen,0.6153846153846154,0.6153846153846154,0.8076923076923077
Participant04,Corpus7,D2,14,"""Hey Google, when is Walmart open until?""",who's Google,0.8571428571428571,0.8571428571428571,0.9523809523809523
Participant04,Corpus7,D2,15,"""Hey Google, brighten the office lamp.""",hey Google brighten the office lamp,0.0,0.0,0.0
Participant04,Corpus7,D2,16,"""Hey Google, hang up.""",hey Google hang up,0.0,0.0,0.0
Participant04,Corpus7,D2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",who Google,0.9090909090909091,0.9090909090909091,0.9545454545454546
Participant04,Corpus7,D2,18,"""Hey Google, call my phone.""",hey Google call Nicole,0.4,0.4,0.55
Participant04,Corpus7,D2,19,"""Hey Google, broadcast 'dinner is ready'.""",broadcast dinner is ready,0.5,0.5,0.625
Participant04,Corpus7,D2,20,"""Hey Google, add apples to my shopping list.""",add popcorn to my shopping list,0.375,0.375,0.47916666666666663
Participant04,Corpus8,C2,1,"""Hey Google, help me relax.""",hey Google how clear it out,0.8,0.6666666666666666,0.8666666666666667
Participant04,Corpus8,C2,2,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
Participant04,Corpus8,C2,3,"""Hey Google, read a bedtime story.""",Hey Google read the bedtime story,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant04,Corpus8,C2,4,"""Hey Google, raise the temperature three degrees.""",raise the temperature,0.5714285714285714,0.5714285714285714,0.5714285714285714
Participant04,Corpus8,C2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7.00 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
Participant04,Corpus8,C2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set,0.125,0.125,0.234375
Participant04,Corpus8,C2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify,0.0,0.0,0.0
Participant04,Corpus8,C2,8,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter,0.0,0.0,0.0
Participant04,Corpus8,C2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant04,Corpus8,C2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
Participant04,Corpus8,C2,11,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
Participant04,Corpus8,C2,12,"""Hey Google, turn on all the switches.""",hey Google turn on August,0.42857142857142855,0.42857142857142855,0.5428571428571429
Participant04,Corpus8,C2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today,0.0,0.0,0.0
Participant04,Corpus8,C2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing,0.0,0.0,0.0
Participant04,Corpus8,C2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google set the kitchen lights to 50%,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant04,Corpus8,C2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter,0.0,0.0,0.0
Participant04,Corpus8,C2,17,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant04,Corpus8,C2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant04,Corpus8,C2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for seven points 15,0.375,0.3333333333333333,0.5
Participant04,Corpus8,C2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant05,Corpus1,A1,1,"""Hey Google, read a bedtime story.""",read read that back bedtime,0.8333333333333334,0.8333333333333334,0.9666666666666667
Participant05,Corpus1,A1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
Participant05,Corpus1,A1,3,"""Hey Google, redi-al.""",hey Google redial,0.0,0.0,0.0
Participant05,Corpus1,A1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant05,Corpus1,A1,5,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant05,Corpus1,A1,6,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast wake every everybody,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant05,Corpus1,A1,7,"""Hey Google, dim the living room lights.""",hey Google turn the living room lights,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant05,Corpus1,A1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant05,Corpus1,A1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant05,Corpus1,A1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast I'm to be for school,0.375,0.3333333333333333,0.5
Participant05,Corpus1,A1,11,"""Hey Google, stop.""",hey Google stop,0.0,0.0,0.0
Participant05,Corpus1,A1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all speakers,0.2222222222222222,0.2222222222222222,0.2222222222222222
Participant05,Corpus1,A1,13,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
Participant05,Corpus1,A1,14,"""Hey Google, snooze the alarm.""",hey Google,0.6,0.6,0.6
Participant05,Corpus1,A1,15,"""Hey Google, what does an elephant sound like?""",Play,1.0,1.0,1.0
Participant05,Corpus1,A1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",remember that I left a spare keys in the Kitchen Kettle,0.3076923076923077,0.3076923076923077,0.43356643356643354
Participant05,Corpus1,A1,17,"""Hey Google, play Batman on TV.""",hey Google play Pac-Man on TV,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant05,Corpus1,A1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for grapefruit,0.0,0.0,0.0
Participant05,Corpus1,A1,19,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant05,Corpus1,A1,20,"""Hey Google, what are my reminders for this week?""",hey Google what are my remind reminder for this week,0.2222222222222222,0.2,0.28888888888888886
Participant05,Corpus2,B1,1,"""Hey Google, what does an elephant sound like?""",Hey Google what does an elephant sound like,0.0,0.0,0.0
Participant05,Corpus2,B1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Hey Google remind me at 8 a.m. tomorrow to take my lunch,0.35714285714285715,0.3333333333333333,0.40476190476190477
Participant05,Corpus2,B1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music on Spotify,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant05,Corpus2,B1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google play Mary by Ali Zafar on Spotify,0.5,0.4444444444444444,0.6527777777777778
Participant05,Corpus2,B1,5,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant05,Corpus2,B1,6,"""Hey Google, read Women and Power.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant05,Corpus2,B1,7,"""Hey Google, move my music to the bedroom""",hey Google move my music to the bedroom,0.0,0.0,0.0
Participant05,Corpus2,B1,8,"""Hey Google, read a bedtime story.""",hey Google read a story,0.16666666666666666,0.16666666666666666,0.16666666666666663
Participant05,Corpus2,B1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify,0.0,0.0,0.0
Participant05,Corpus2,B1,10,"""Hey Google, raise the temperature three degrees.""",hey Google is a temperature of 3 degrees,0.5714285714285714,0.5,0.7142857142857143
Participant05,Corpus2,B1,11,"""Hey Google, hang up.""",hey Google,0.5,0.5,0.5
Participant05,Corpus2,B1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school,0.125,0.125,0.234375
Participant05,Corpus2,B1,13,"""Hey Google, brighten the office lamp.""",hey Google brighten that coffee light update,0.6666666666666666,0.5714285714285714,0.7857142857142857
Participant05,Corpus2,B1,14,"""Hey Google, what is today's headlines?""",hey Google what is today,0.2857142857142857,0.2857142857142857,0.2857142857142857
Participant05,Corpus2,B1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom,0.14285714285714285,0.14285714285714285,0.1428571428571429
Participant05,Corpus2,B1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put that steak,0.3333333333333333,0.3333333333333333,0.5
Participant05,Corpus2,B1,17,"""Hey Google, redial.""",hey Google redial,0.0,0.0,0.0
Participant05,Corpus2,B1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant05,Corpus2,B1,19,"""Hey Google, call my phone.""",hey Google,0.6,0.6,0.6
Participant05,Corpus2,B1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have anything scheduled for Friday,0.0,0.0,0.0
Participant05,Corpus3,D1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hey Google set the timer step to 20 degrees,0.3333333333333333,0.3,0.3950617283950617
Participant05,Corpus3,D1,2,"""Hey Google, broadcast 'dinner is ready'.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant05,Corpus3,D1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:50 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
Participant05,Corpus3,D1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning,0.0,0.0,0.0
Participant05,Corpus3,D1,5,"""Hey Google, skip to the next chapter.""",hey Google skip it skip to the next,0.42857142857142855,0.3333333333333333,0.3571428571428572
Participant05,Corpus3,D1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google did the Liverpool win yesterday,0.0,0.0,0.0
Participant05,Corpus3,D1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain today,0.125,0.1111111111111111,0.11111111111111116
Participant05,Corpus3,D1,8,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
Participant05,Corpus3,D1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant05,Corpus3,D1,10,"""Hey Google, start the school day""",hey Google stop,0.6666666666666666,0.6666666666666666,0.7777777777777778
Participant05,Corpus3,D1,11,"""Hey Google, hang up.""",hey Google,0.5,0.5,0.5
Participant05,Corpus3,D1,12,"""Hey Google, help.""",hey Google,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant05,Corpus3,D1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google wake everybody up,0.16666666666666666,0.16666666666666666,0.16666666666666663
Participant05,Corpus3,D1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you solve this problem,0.0,0.0,0.0
Participant05,Corpus3,D1,15,"""Hey Google, raise the temperature three degrees.""",hey Google,0.7142857142857143,0.7142857142857143,0.7142857142857143
Participant05,Corpus3,D1,16,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant05,Corpus3,D1,17,"""Hey Google, read a bedtime story.""",hey Google Play The Bedtime Story,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant05,Corpus3,D1,18,"""Hey Google, add apples to my shopping list.""",hey Google.,0.75,0.75,0.75
Participant05,Corpus3,D1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
Participant05,Corpus3,D1,20,"""Hey Google, broadcast 'the football is about to start.""",hey Google.,0.7777777777777778,0.7777777777777778,0.7777777777777778
Participant05,Corpus4,C1,1,"""Hey Google, stop the music.""",Hey Google stop the music,0.0,0.0,0.0
Participant05,Corpus4,C1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many calories are in a banana,0.0,0.0,0.0
Participant05,Corpus4,C1,3,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
Participant05,Corpus4,C1,4,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant05,Corpus4,C1,5,"""Hey Google, what are my reminders for this week?""",change my reminder for this week,0.5555555555555556,0.5555555555555556,0.7037037037037037
Participant05,Corpus4,C1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now,0.0,0.0,0.0
Participant05,Corpus4,C1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door for now,0.5714285714285714,0.4444444444444444,0.6031746031746031
Participant05,Corpus4,C1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",hey Google set alarm for 8 a.m. tomorrow,0.0,0.0,0.0
Participant05,Corpus4,C1,9,"""Hey Google, when is it going to rain?""",hey Google when is it going to rain,0.0,0.0,0.0
Participant05,Corpus4,C1,10,"""Hey Google, turn the living room lights to blue""",hey Google turn the living room light to Blue,0.1111111111111111,0.1111111111111111,0.2098765432098766
Participant05,Corpus4,C1,11,"""Hey Google, snooze the alarm.""",hey Google to set alarm,0.4,0.4,0.64
Participant05,Corpus4,C1,12,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast it's time to leave for school,0.375,0.3,0.38750000000000007
Participant05,Corpus4,C1,13,"""Hey Google, stop.""",OK Google stop,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant05,Corpus4,C1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch if you walk,0.35714285714285715,0.3333333333333333,0.5238095238095238
Participant05,Corpus4,C1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
Participant05,Corpus4,C1,16,"""Hey Google, add apples to my shopping list.""",add apples to my shopping list,0.25,0.25,0.25
Participant05,Corpus4,C1,17,"""Hey Google, read Women and Power.""",hey Google read with mental power,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant05,Corpus4,C1,18,"""Hey Google, when is Walmart open until?""",hey Google what is Walmart open until,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant05,Corpus4,C1,19,"""Hey Google, turn up the sound.""",hey Google turn off the song,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant05,Corpus4,C1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",Hey Google cancel the alarm for 7:50,0.25,0.25,0.3571428571428572
Participant05,Corpus5,B2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",7:15,1.0,1.0,1.0
Participant05,Corpus5,B2,2,"""Hey Google, broadcast 'the football is about to start.""",hey Google Chromecast at football is about King stop,0.4444444444444444,0.4444444444444444,0.691358024691358
Participant05,Corpus5,B2,3,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
